x,y
213,5.974142882646463
144,5.219928473683453
103,4.254917190336036
157,4.084279664940212
101,4.31961525487068
87,2.273079884513964
115,3.7871440232413813
146,3.515471391542259
94,2.8700476570365976
104,4.546300778040682
107,4.548746357622495
110,4.165057134798237
108,2.7219617757551227
86,2.5284697907554676
112,4.141462881601949
65,1.7645315067155711
54,1.9568147447420094
82,3.6817836569593907
60,2.985716299478903
98,3.2374484142426985
58,3.521336694773843
101,2.76840827466589
81,2.5549786049759446
134,4.759163767804302
78,3.75370450471117
88,2.723892081800707
76,3.250449453586268
141,4.851004434155333
48,2.706226338452168
78,2.6797791035414136
83,2.6628932822189375
91,3.582538561263836
98,2.4223381619402313
90,3.8689078058414954
81,2.1990088720272287
90,3.4178909700298674
99,3.0633490253029376
61,3.497446657369547
92,2.731894588235802
30,2.675850589753923
130,4.50800910253882
88,2.3100934257147028
80,2.6500758276362317
132,4.986634496382413
162,5.629918999141408
181,4.155891087919263
184,4.608164359662637
168,5.802218655592615
91,1.8858440267197727
105,4.4733089028347655
204,5.111661920814672
180,5.896094102511167
110,3.8042553144743394
118,4.565546248989147
91,4.063038056777531
124,4.405890417350468
96,2.6270943767749273
105,3.0580203352073867
125,4.005829847570992
146,4.788797544903824
100,4.012783196242706
94,3.297431947966943
131,3.9116667960099103
145,3.6552934536757467
104,3.029404025570835
114,4.480371436271636
99,3.2850389583178727
92,3.325855798534977
113,4.214924947007904
120,4.636521054510747
96,3.135311625746735
61,3.225715915102571
120,4.685354608852427
116,3.2172806939104674
114,4.163896533348959
33,2.969532869315247
65,3.229034638859366
34,2.1287667940971176
59,3.1306394650493683
-30,0.962620464264123
38,1.9614703190789151
99,2.2800567271587626
110,3.323800428320169
-4,1.7217337692423147
28,1.8871595681751518
-8,0.8231511384149903
-18,1.223647710574041
60,3.135048343093285
40,3.606770472957657
12,0.9025403203828126
61,1.9120371899780189
5,2.031324127254816
38,2.2188629756668945
54,1.8572611995509498
48,2.5590753898696623
-6,2.213635600391971
17,1.5382663682797193
44,2.5638924819571534
-2,1.5508646868323488
28,1.9795456088945989
33,1.9032667107374517
23,1.2010423464539939
56,2.452286885892335
-1,1.8496318855426659
0,1.1505368724456715
-29,1.5025135330773174
23,2.71682608332445
-17,1.304870798491252
23,1.5518945809739493
196,4.757298308988891
215,5.4365043656230165
201,5.583650196398258
209,5.732347836009156
253,6.156245010755523
254,6.586770370357916
213,6.413289211302912
253,5.261368656046586
82,3.427976407799031
152,5.005411353368108
146,3.449279125963352
137,4.411000722978572
143,3.5970980488370965
166,5.495874681110232
158,4.280259305081597
167,5.598220799470585
14,2.507436926031769
61,2.7857471108971548
32,2.1369220909910247
64,1.552648092125834
15,1.8913881527063159
73,3.5426041858885076
77,3.0857790968584173
54,1.9178761424656248
62,2.1862701968280436
64,3.5367532773232275
77,2.351018916716502
64,1.7098421235856218
58,1.5310456364822516
60,2.1467492389199014
51,3.1643600646989616
68,1.762985269660048
86,3.39388785524118
100,2.595405250237008
70,2.176675019624242
105,3.5858301278076103
96,3.678195849620507
90,2.874638391642123
82,3.008335462585957
-3,1.515386019226755
32,2.811761597804911
66,2.880785833926265
3,3.1324359664435995
50,2.3670913834856178
40,1.492877410006089
96,3.3615845232394967
33,1.3106055384770934
66,2.1548248710513866
90,3.307249460068158
40,2.9982860160909897
37,2.711459398386138
85,1.7553954024165468
63,3.592164335967696
87,2.1925426775387686
83,2.362255133956484
84,3.2759090834873508
-20,2.257544281256706
31,1.4552382531007553
17,2.5835071887227623
-8,2.146759733162076
57,2.7535983154677894
57,1.8924840964270766
10,1.8553446189006055
56,3.3445018264982984
120,3.8148203692760663
160,4.62752274523997
116,4.353778772384689
-13,1.6689176377627228
103,4.1201072854531695
196,5.9584228852062004
190,6.118346598884726
186,5.870624511677316
207,5.7111805626502505
214,5.174685012807
201,4.624172326750127
176,5.778940436741351
210,6.339383468787885
213,6.065637865612688
159,5.6684720913102
110,3.345043776478799
94,2.564417936349699
92,2.2780627038291317
82,4.069684270278298
55,2.577726879155814
86,2.6823091771596115
95,2.258028437235252
89,3.12370816319673
100,3.2530834858041358
101,2.7955310339399535
60,2.316021527203779
115,3.816435015039561
100,4.197471095120116
85,3.6667570013729667
82,3.7921249249555
103,2.416995261498485
105,2.856699096829925
85,4.126180053116791
44,2.8974844519645666
60,2.1121191107212853
87,3.6168488816513436
80,2.413062553843848
46,3.2244682896493893
80,3.477042748881718
93,3.8930813832175177
79,2.0973255884590807
100,3.8331077169086143
105,2.8357686952779497
77,3.3759286473482057
104,4.384191683450723
111,3.6568571828816157
84,2.8196687607218824
105,2.443562774156133
83,2.122125498992849
84,2.5443219233357786
80,3.4834539675160774
101,4.194990642294503
73,3.6788413716256954
80,2.4241529575411715
40,3.826050495444532
106,3.656108346070686
90,3.07120399784015
87,3.395446984403868
106,4.425220917794014
-8,0.85131651152458
79,3.640915306378487
39,2.5516948124637304
124,4.906455196187228
128,3.719754320560405
81,2.7567538260554025
91,3.0875500248230208
184,5.055860782621782
113,2.9113604744048796
127,3.881376545348553
110,2.9873443575759553
125,3.234332093368724
186,5.484832030328347
167,5.406767077391539
116,4.241920460559195
104,4.175074639318995
196,4.522101215091375
141,3.602100741887621
23,3.2952176212937596
179,5.9266348077763915
57,2.088526842915107
87,2.770079011467677
105,3.052584727667051
65,3.3312641878583302
106,3.381458981188617
111,4.382651819465374
107,4.401423592542937
118,3.2147461671271467
116,2.5577381303612645
90,2.8332247276267477
60,3.370435233479929
70,3.0297734867402206
97,3.2720700013412816
107,3.852815254226649
95,2.2739345771692845
111,3.2360480584956606
176,4.117143171700062
202,6.2651749228806
16,1.692920381488689
95,3.9193186113298215
140,5.005667221656058
120,2.9808874249848754
132,2.9755525814080857
140,5.398705123603275
173,4.240340076703003
121,4.850706612016486
23,1.8625775724476972
166,4.8300630456354785
134,4.0853105483745065
140,4.375111321743102
129,3.561638690778826
90,3.3886341411062753
128,4.348700231239537
129,4.187516254036312
159,3.7665810524929917
155,4.336938373152078
135,3.237092099804235
113,3.262525858124035
105,2.9143670513882283
134,4.570637798315517
120,4.321783020259751
92,2.6210991122876655
142,3.318468981996739
80,2.457408615021875
111,4.1957843553884615
-10,2.6224012564000643
78,2.922163423544603
51,2.258941583937541
58,1.8610870137972437
93,2.9493513402287044
14,1.6354698481044698
80,3.404712774844961
20,0.9124516546072756
55,3.093913803573678
64,2.815500039903641
78,2.2066246046898796
92,2.452817244495809
77,2.640542104252578
104,4.636712384497324
134,3.01115440676961
157,4.044451434152677
101,3.9714465671592465
81,3.3315580069366084
57,3.647252925367036
128,3.37708063018539
107,3.0320559351480334
90,3.748245428832189
110,2.822009775443348
111,4.359642046322694
128,3.885282966161799
133,3.215606569846492
127,3.6074094823113
9,2.5627894753453773
75,3.6696595708243156
85,2.446576194721052
11,1.7487389410921932
115,3.540581637477336
60,3.4215499112617342
100,3.402985650061141
121,4.115759980244151
64,2.6071396745366826
61,3.511694664289913
120,4.59998561950489
114,3.419671312631428
288,6.314387734170204
-4,1.7933820420046422
53,2.7659695297137588
45,2.0919817867018984
52,2.745179904843608
60,1.820267351304956
36,3.310149342509333
66,3.509371777321255
63,1.3818320243078221
273,5.891694766969737
115,4.332237711172433
178,4.441370214117332
91,4.038422588747279
33,1.3371196150554274
31,1.8129990139561318
51,2.647257158864876
58,3.275416347586209
122,2.954582781090635
86,3.776250236387719
100,3.9256002619547856
-26,2.004180182825519
115,3.5441385319603396
114,3.0494965149013487
90,2.9806929393949004
86,3.4548393566893254
146,3.5968232366876305
90,3.3477820005385777
99,3.8873658731338403
92,2.3396721120821913
142,4.888826106061703
100,3.61363800626623
114,3.773804413796684
145,4.039388254124997
98,2.726933385359324
30,2.2946501544602453
33,2.3309322520094904
43,1.4633764084752805
140,3.2568375747316325
181,5.053717148660288
33,2.5371521878957086
-19,0.9966563386242109
75,3.1548552635155693
118,4.631494107023901
31,2.6635213899777206
185,5.162325517636333
23,2.974482062417491
61,2.276175204392454
78,3.3735122644413535
23,1.3256296294957512
-28,0.9045579313461554
-4,0.6721679971040502
53,2.2592645930580195
60,2.4098252068602193
119,2.7693140977992123
91,2.3951167371089266
113,3.5787949882211603
20,2.0425238476921326
0,0.9566826414322889
65,2.4660866416390674
117,3.417389115524379
118,3.7117464403913725
141,4.012575884990536
47,1.749942289433562
45,2.0219074875692327
99,4.424804577470575
14,2.1206803701471033
107,4.268448702008996
159,4.991836757859
34,1.172379458502919
31,2.7908529551132726
