x,y
209,5.0749085548548045
217,6.5651091423588
232,5.152032455592545
200,5.084324647927619
211,5.087009848074127
242,5.8363156414886905
234,5.590699833768055
238,6.75992210855058
225,4.977508502368196
244,5.367578629704373
236,6.579102342296816
221,5.2004820408124015
219,5.197934751066928
199,5.935687244640373
240,5.866231949998926
151,3.7192588618489375
141,5.300741168288939
143,5.009654277018209
137,4.94152939244755
136,4.186480042182669
152,4.479247269259142
165,4.092999763807169
168,3.8287425593382665
169,4.787384129719429
150,4.715347190411426
170,4.248455982607744
167,5.692000186164186
205,5.312048309655966
246,7.1018396739537
251,6.48418346303059
230,5.105500537682822
267,6.016323783609841
253,6.705144607261097
254,5.4257845670191855
254,5.511810861010284
254,6.313198860007393
261,5.398259449780703
245,7.264098938186033
248,5.649772427812927
262,6.398112087424246
216,5.693026941134527
263,5.630096003752329
253,5.851188825192056
267,7.320978478557173
191,5.825853210709862
188,4.619883195428729
202,6.207236259654605
202,5.795833729199257
180,4.542158938802036
193,5.492946924468869
177,4.978402416656177
196,4.329357125937753
207,6.317098644483128
140,4.675794580479609
161,4.705318041012635
209,6.027300356250233
201,4.604910327227061
202,6.29309229827847
173,4.669534943839245
202,4.823595182384706
190,6.059702163104555
189,5.505658861930193
171,5.041653820875487
211,5.144079915163905
209,5.0828782532009535
170,4.116971128559651
209,6.121662603225449
179,5.61235925408854
186,5.151191820300777
190,4.631997623341286
191,5.742480320070623
200,4.992993369123274
192,5.936628920874089
201,5.780324045806345
188,5.942561791802758
191,5.6499102477606975
205,5.133293746710743
187,5.964179920678188
206,4.978482155756904
171,5.549681601339735
195,4.2327629804744635
200,5.41853384034631
168,3.9406872952881997
200,4.858133884865211
154,4.162557211369865
194,6.035390755883929
186,5.523481746819767
214,5.578653754648382
166,4.035374183964825
189,4.86406584190296
207,4.648554699314435
154,4.523654599224598
194,4.928259531404552
147,4.907199936310443
167,5.544728389735625
214,5.854436372934219
120,4.781756661710374
127,3.3223767466429375
137,4.399216546802043
211,5.876945275931377
222,5.304668837122648
261,5.8418884616158255
241,5.490373330323292
251,5.59216120966276
264,5.71284743404221
235,6.679804353320418
262,5.645862245364029
265,7.302062362940664
253,6.349049170404909
247,6.617611896679638
265,6.411050992485592
261,6.35699360449949
238,5.892368734436522
272,7.031809859731071
254,7.023401695511975
227,4.859065591366662
273,7.050209914491198
238,5.093540970364144
210,5.179457246638337
263,5.428167823667377
232,6.60725487890519
233,5.807447880849605
196,4.634261786502922
258,5.362622480942388
262,6.571868427154941
269,5.5767500331435045
254,6.041335563112798
199,4.940799791221113
207,6.585429823544052
253,6.997645202017541
239,5.926407717585658
237,5.52107048976058
266,6.6143240227914495
236,6.057387138072581
265,6.9986073537843625
268,5.646543366328848
250,6.656410287240675
236,6.42198965125123
272,5.787361035934609
274,6.082408464284821
281,6.219582481061767
257,7.177543651347436
299,7.6672742395766695
218,5.762960087961975
223,5.789856963574158
209,6.2108203315989865
219,6.451225917883796
198,5.8845995632492105
197,4.965606170328083
218,5.63309366572692
213,5.149504998924694
196,5.049661950092643
220,5.522995896178702
210,6.032345753511731
233,6.157768485596322
233,6.904155398500106
234,6.2322291443936555
222,6.339579818700262
273,6.880296669516852
281,7.402721349931333
282,6.165948512575433
276,6.728590648161754
280,5.897820344334788
291,6.0467788118477195
256,5.655152316386985
289,6.597450165005348
267,7.087996183699847
253,6.556609290374903
273,7.309862128207635
281,6.542104773031998
285,6.432540850044738
275,6.256494394736375
272,6.517626902649258
207,6.384127600723534
232,5.69029243426707
272,7.629669091186328
253,7.285972232763825
249,5.718063466378922
281,5.809932756076757
223,5.484231197706631
284,7.617572594290934
249,6.144130139866334
273,6.126894237367394
218,5.615552942065042
221,4.7623006444164835
205,4.481272090800758
217,6.37021350984283
279,6.532756373678908
221,6.922428990341652
277,6.009002356179623
256,7.269571531074618
265,5.606699859445822
282,5.753170706037659
264,6.083753514616376
269,7.081632639270098
262,6.459222738758776
276,5.795486305720557
253,6.508935054635323
221,6.160235076602952
206,6.3737751696615375
282,6.168081580458464
281,6.068304853406617
261,6.941616196979775
289,7.52010697582961
282,6.551698565308729
279,7.3925380379822165
235,5.838887199184232
246,5.254708296249676
190,4.271759191503872
253,5.258965505315228
243,5.824494280047762
239,6.588831689686667
209,5.5068564893825815
190,4.86563736428875
210,5.579465417894491
250,6.3943669496191795
259,5.0164247325215925
218,5.809859932624152
242,6.62442306545573
287,7.009794839318396
198,6.065896319397952
274,7.2431679170809495
287,7.136169287489519
264,6.956814221771001
272,6.818552783578076
270,6.987182726027363
246,5.793183843493784
242,7.161687454119974
243,6.163607934816191
255,6.340545879775358
259,6.546135337712196
233,5.513240376494653
255,6.20620965999892
230,6.793510686521863
231,5.048088435571797
237,5.402514000572456
227,6.1254265546518205
189,5.072531724698281
218,5.125365490397644
181,5.257370390415479
240,5.716494602556917
223,6.51339001793489
264,7.271657416384175
267,6.681125945194523
283,7.095683203597321
256,6.421517413457236
274,5.525745282272336
279,5.738955508911637
273,6.053881785155625
275,6.16515515268499
252,7.1334804263148355
300,6.610412514553873
285,6.58317039209
222,6.8786617748275205
202,5.17586821682183
208,5.568415474158405
221,4.766295674557728
239,5.299853157246892
199,4.996776889963272
257,6.875202004261027
230,5.05605203618468
205,5.013076783649361
258,6.59129091170726
270,6.770698084599597
258,6.9717804546962014
203,5.402932817262039
228,6.394999231355518
222,4.810695446598707
267,6.490760102633928
210,5.868403347790839
253,6.0518308212912
247,6.72879781538124
246,6.35690462793754
269,6.552729336553503
190,4.707859160711461
212,6.561629209293146
240,5.110070332650372
240,5.425932055081784
233,6.20364522087396
232,5.61737555080946
243,5.855902191509195
220,5.3371187105086975
237,5.311813232179034
260,5.253183165212518
228,5.446956467338625
219,5.736755446492033
235,5.92835051739825
198,5.180895888748028
256,5.795508224277831
260,7.095439358380653
257,6.954067283275403
243,6.8309011358592455
247,5.930434163668043
236,4.9838901521415355
248,6.411922852139508
247,6.172969094086415
258,6.984624005747111
244,6.625525811524179
248,5.852789502517319
245,7.1979149144604
220,4.751839322239845
188,4.343550134572192
222,7.175285598269228
259,5.554528894161006
281,6.997647167767581
268,6.521408789152389
272,6.347876182810046
235,5.311901457302367
237,5.307984565107672
261,7.422958306744436
250,7.268409076022101
289,6.054965833370696
268,6.71261324375047
305,7.159949506739178
308,7.928296464379978
280,7.365481335098588
242,5.719786287082675
262,5.657054860207946
258,5.50715169640222
273,5.582257961658092
245,5.194209698891937
249,7.108315780970497
277,6.496422358286699
243,6.873332908832959
218,6.254512399888233
247,5.171253614187126
247,5.480688549838506
264,5.83530352995992
279,6.0331952900888215
239,5.433818573761718
249,5.2531378040538925
245,5.670491697469267
225,5.642860782343435
198,6.418434546633791
220,5.421865874609598
217,5.137166575150007
232,5.610339534553699
207,6.344943096156351
233,5.489423835771023
235,5.251390603305012
233,6.598873299393384
271,7.377154627765387
216,6.076324575909252
246,6.648291099181906
237,7.035951519374073
227,4.942217101141777
233,5.044925052099773
245,7.142622862826373
230,5.850377025865104
268,6.911159600493758
236,5.820633258762685
262,6.1498400305886225
270,5.385126068866302
247,5.362333619296026
235,6.534419375893494
243,6.1515399431245825
252,5.9782993584358675
264,6.700948922763747
233,6.947497454488834
200,5.5702353299476
208,4.70469918125948
290,6.691509562300284
267,6.010350373520101
294,5.954438087735052
258,5.74538186873157
280,6.6616297640972375
276,7.129423123073803
284,5.779279682261279
277,6.58871674749533
264,6.0934620365681615
281,7.5628283324216685
285,6.350651388481008
285,6.731656497461911
275,6.997728868204717
277,5.948692808539801
278,6.3482722021852265
288,7.471404437080283
284,6.440524331191444
289,7.133364000052898
252,7.05413735170069
280,6.561296338200602
283,6.949236134945329
288,6.598243981006597
262,6.209892704914552
296,6.157007379862698
292,6.513633456138491
281,6.584554754077812
273,6.587316539060962
283,7.318027604312258
197,5.8804508729641025
278,6.74137225620119
264,5.540920688545944
219,6.27147772186791
273,6.853308082001297
247,6.281497303870829
227,5.917566399072511
281,6.677220410827121
267,6.68784073624814
279,6.426856707836251
284,6.233389178429402
283,6.906205970805625
283,7.550311975288942
217,4.904980219526635
214,5.675699933228673
208,5.7343393695402565
239,5.231952836443714
229,5.34907504348815
197,4.910691320850418
264,5.931905806016806
189,5.730287605901642
164,3.81846040095249
163,4.370219435477836
209,4.898554320462376
195,5.305371127929959
183,5.69085074765424
187,4.751266379040024
212,6.050289765888028
195,6.473536395652097
221,5.520261801342567
164,4.675196136548863
205,5.13148839143992
195,4.378025214122983
218,6.027494818816111
224,6.213558419918386
209,5.527122939629765
160,5.03886885239321
170,3.8985058670113184
252,6.772853656355609
237,6.762994107211088
216,5.828634891902125
199,5.275677615730796
211,5.457219018262599
194,5.163793546021694
196,6.12948547679998
194,5.261944929212537
205,4.647521471233188
194,4.7235585936238795
173,4.189375428018785
161,4.703137366756044
170,4.9032018839723985
166,5.396765987522599
189,5.909554059025306
166,3.951011825689355
172,5.4388365431673735
170,3.824510758347162
186,4.485614679991912
273,7.11086130262496
268,7.504984044301689
249,5.671443502532426
194,4.424672472439665
144,4.472036450531867
218,5.77030297393493
198,5.115362869913788
266,6.433423143074096
283,6.691878572729998
240,6.417723043849169
249,6.049447986307053
263,6.639998723646753
206,4.5540803243046115
239,6.735201689128068
264,5.992972283493655
245,6.395581334280429
242,6.1701692877860665
239,6.90323969336223
243,6.803959410304566
232,6.595023820883505
235,6.305524743317666
236,5.112709038011515
199,6.293195252869984
111,3.2376688864536605
206,5.244607848040091
233,6.66111864214561
260,6.762217100073392
245,6.975790795867194
240,7.16309562338083
219,5.877718844817014
227,5.601792712102196
192,5.006540930077565
188,6.056064068104689
185,5.36675092854782
196,5.981470955155569
173,4.971004837421429
184,6.110755771310657
183,3.981691410888796
169,3.5844745837200747
207,6.130385925608433
198,5.055638139391481
192,4.767034220626892
217,5.369878269241909
167,4.697794828081543
174,4.9312323936246845
169,5.135153982516237
176,4.381269147018318
178,4.86438437194319
168,5.187120669417947
198,4.873746030393743
192,4.289551963940977
188,4.755327187656643
189,4.884552202581299
196,6.1372976931811145
261,6.593041020680599
261,6.892981231912868
255,6.163639726388672
278,5.534602614301328
266,6.028349334169848
288,7.76466166447477
256,6.1310069674496095
265,6.135184636284539
270,6.378405323043577
157,5.548541840570923
173,5.226940902745321
167,4.921658596177448
237,6.37898642771506
289,7.410394486732658
291,7.202295501919735
168,4.672323306353633
175,5.2525700938244455
180,5.306372537728487
177,4.0577716682995995
210,4.946205221755186
189,5.08205484464811
165,5.2282920584240316
187,5.643667860652453
191,4.960039481271901
222,6.07600100993903
265,6.850002354186895
243,7.192655367654115
242,6.099098905635184
253,6.600812983072789
191,6.381351977533107
267,6.906825002096138
271,5.494359845773902
272,7.327619608165225
283,7.190565215098064
270,5.81950257235013
254,5.44428205119258
281,7.337920791837462
268,6.248925167975246
277,5.6224675688469885
250,5.671200727440878
279,6.563279778514887
207,4.795443929766924
222,5.053563595794693
317,7.284559146691032
302,5.997066437745785
303,6.477358794883761
309,5.827944389797334
311,6.858691391116767
295,6.859356280619753
310,6.779036305701895
313,7.291731746679593
321,7.724141026014781
194,5.757699873321773
292,6.638385573859537
292,6.220779317187696
250,5.999497780046919
264,5.967280686341256
236,6.216296814455809
203,5.007035917114621
183,4.334068069767513
167,5.299276612423526
205,4.70482623039412
223,5.64420573071029
228,5.737159282377835
221,5.946120210946792
267,6.238464932774958
221,6.090401214464
203,5.712364357023519
218,6.062412657126673
221,4.920023413599072
147,5.304262161616636
218,4.738540517110691
209,5.237609355084622
221,5.40891463362329
222,6.054654481278901
225,5.724585663494302
246,6.449292050097566
227,6.852632746303184
249,5.40050836093702
149,5.288360270503311
153,3.33074777668846
218,6.444438320955012
203,6.279035254430986
187,5.084207921588118
204,5.465343402794932
183,5.761750898627991
213,6.37037056403473
220,6.030101366188392
205,6.397617343517186
213,6.087843999008381
224,5.889776375089083
209,5.390027650779075
208,5.302681151318716
165,4.381945739665923
176,4.683743339171672
234,5.065123758259279
218,5.337767280526615
228,4.913765047337934
284,7.220388707044741
242,7.061938251160752
280,6.469855059155417
130,4.289325465208574
141,4.851805597739595
199,5.092531917408174
244,6.709187512738456
247,6.67458053716666
253,5.611100967990492
253,6.157178592571297
242,7.028215800591326
270,6.370210628351829
262,7.03830778304627
258,5.7569389383025324
262,6.023737916569871
189,6.096819784192209
180,4.741603220345692
204,4.804526652087599
188,5.843817427366924
190,5.557446286155294
195,5.505910373112941
191,5.504801761001966
184,3.9604704650156397
223,5.944469927367766
198,4.379495614847356
218,5.609614826472917
186,5.25403774610443
217,4.956749152696608
223,6.237584799284365
275,5.585889199028916
189,4.906400264367152
219,4.966642041735657
280,6.003474761441183
186,4.3092598623045415
196,5.219735541961228
192,4.412945758055286
230,6.286772665129325
222,5.295300133543938
235,6.534853784577456
200,4.737070007321556
261,7.088641780495871
230,6.020531607471947
274,5.575812984854123
218,5.635832724792445
192,5.907035908417802
187,4.558269942804598
204,6.05690002472989
181,4.279799596846336
219,5.903935673690111
191,5.2689294667523505
193,6.206022070578596
200,5.4587997341119046
171,4.707459964942797
189,5.839909038637331
209,5.349668607150707
220,4.826362506988399
244,5.426272483441604
200,4.511192341463256
216,4.584260175776837
242,6.146483354399949
233,5.399005891827349
247,7.135700857883824
278,6.6821523933297335
265,5.928927725286417
322,6.698153750134111
304,6.103338811491348
237,6.000781215117472
224,5.6310578359776375
282,5.6667162596361305
277,6.758165984528075
206,6.466773878084348
245,5.685761234542575
212,5.22358972989311
212,5.799036556209667
245,5.947762606275456
225,5.4519500565791645
278,6.933140323977765
284,6.4955091912985345
282,6.425597619883186
286,6.785449081840497
270,7.14537951607419
273,6.487999809933515
274,6.390906740047884
288,6.4517667523813556
283,7.339081223162424
258,6.451079014513784
286,7.341816775467024
282,6.154640066150378
274,6.233960146829194
281,7.20336388658977
281,5.757744436179282
262,5.8435369801884125
246,6.185728506211385
295,6.342253077981774
285,7.198865201354121
282,5.736021480526297
293,5.475298600885484
261,6.679459788782733
279,6.599009716661305
287,7.402410505300617
290,7.423977153634689
276,5.952378724455862
301,6.984161959627823
291,6.244537772546775
308,7.329753159966773
296,6.2832776654327
298,5.894933660538373
262,5.73261233587453
182,5.2134681079165475
194,6.069802431466835
241,5.07361465235538
266,7.011427523572979
245,6.644117573827687
261,6.289989317718008
270,6.371194789009007
285,6.629688833467511
215,5.927597611667677
220,4.700926625392444
268,7.400305336988094
228,5.634492760285769
210,4.867901571728487
193,5.76132935308638
