8095,"اليمن","Rule 1"
73072,"الأندلس","Rule 1"
4152,"شام","Rule 1"
6602,"شام","Rule 1"
6186,"شام","Rule 1"
33887,"الأندلس","Rule 1"
7326,"اليمن","Rule 1"
2205,"شام","Rule 1"
4784,"شام","Rule 1"
8115,"شام","Rule 1"
18031,"شام","Rule 1"
11122,"شام","Rule 1"
6698,"شام","Rule 1"
14901,"اليمن","Rule 1"
12556,"خراسان","Rule 1"
29809,"خراسان","Rule 1"
5457,"خراسان","Rule 1"
9963,"خراسان","Rule 1"
8371,"شام","Rule 1"
7939,"شام","Rule 1"
5091,"اليمن","Rule 1"
6896,"اليمن","Rule 1"
41534,"خراسان","Rule 1"
30409,"الأندلس","Rule 1"
30402,"شام","Rule 1"
27852,"شام","Rule 1"
9655,"شام","Rule 1"
18624,"شام","Rule 1"
10748,"العراق","Rule 1"
7402,"شام","Rule 1"
34101,"شام","Rule 1"
17091,"شام","Rule 1"
10866,"شام","Rule 1"
58639,"الأندلس","Rule 1"
22674,"خراسان","Rule 1"
58255,"الأندلس","Rule 1"
10206,"فارس","Rule 1"
10206,"العراق","Rule 1"
10206,"خراسان","Rule 1"
10206,"شام","Rule 1"
10208,"خراسان","Rule 1"
29795,"خراسان","Rule 1"
30053,"العراق","Rule 1"
35194,"خراسان","Rule 1"
28679,"شام","Rule 1"
29251,"شام","Rule 1"
9624,"خراسان","Rule 1"
10034,"خراسان","Rule 1"
10034,"شام","Rule 1"
18142,"العراق","Rule 1"
29793,"الأندلس","Rule 1"
18904,"خراسان","Rule 1"
80843,"خراسان","Rule 1"
17165,"خراسان","Rule 1"
20589,"خراسان","Rule 1"
29539,"خراسان","Rule 1"
12461,"خراسان","Rule 1"
12461,"شام","Rule 1"
10283,"اليمن","Rule 1"
10283,"خراسان","Rule 1"
20473,"خراسان","Rule 1"
11768,"خراسان","Rule 1"
16501,"خراسان","Rule 1"
30776,"شام","Rule 1"
9765,"الأندلس","Rule 1"
16199,"الأندلس","Rule 1"
28417,"الأندلس","Rule 1"
31610,"الأندلس","Rule 1"
9900,"الأندلس","Rule 1"
72901,"خراسان","Rule 1"
32682,"شام","Rule 1"
33091,"العراق","Rule 1"
44863,"خراسان","Rule 1"
62692,"خراسان","Rule 1"
24858,"شام","Rule 1"
11583,"خراسان","Rule 1"
12360,"شام","Rule 1"
10040,"خراسان","Rule 1"
62912,"الأندلس","Rule 1"
62912,"المغرب","Rule 1"
10094,"الأندلس","Rule 1"
10094,"شام","Rule 1"
30516,"خراسان","Rule 1"
18486,"شام","Rule 1"
24557,"خراسان","Rule 1"
12495,"العراق","Rule 1"
10207,"خراسان","Rule 1"
10159,"خراسان","Rule 1"
29262,"خراسان","Rule 1"
30685,"شام","Rule 1"
32739,"بلاد*فارس","Rule 1"
32739,"فارس","Rule 1"
10196,"شام","Rule 1"
63189,"خراسان","Rule 1"
62631,"شام","Rule 1"
68151,"شام","Rule 1"
75917,"فارس","Rule 1"
58541,"خراسان","Rule 1"
75972,"العراق","Rule 1"
75972,"خراسان","Rule 1"
75972,"شام","Rule 1"
10268,"خراسان","Rule 1"
10268,"شام","Rule 1"
28652,"الأندلس","Rule 1"
29847,"الأندلس","Rule 1"
30056,"خراسان","Rule 1"
44988,"العراق","Rule 1"
32755,"خراسان","Rule 1"
10449,"شام","Rule 1"
10615,"شام","Rule 1"
11038,"شام","Rule 1"
26928,"خراسان","Rule 1"
48090,"خراسان","Rule 1"
29902,"الأندلس","Rule 1"
19840,"شام","Rule 1"
12475,"خراسان","Rule 1"
21043,"شام","Rule 1"
13240,"الأندلس","Rule 1"
59260,"خراسان","Rule 1"
29861,"فارس","Rule 1"
28858,"خراسان","Rule 1"
13823,"خراسان","Rule 1"
27897,"خراسان","Rule 1"
54830,"خراسان","Rule 1"
14297,"العراق","Rule 1"
14297,"خراسان","Rule 1"
14491,"شام","Rule 1"
19314,"الديلم","Rule 1"
69152,"خراسان","Rule 1"
28879,"خراسان","Rule 1"
28879,"شام","Rule 1"
55058,"خراسان","Rule 1"
48095,"شام","Rule 1"
57716,"شام","Rule 1"
11586,"الأندلس","Rule 1"
75114,"الأندلس","Rule 1"
16468,"خراسان","Rule 1"
34780,"سجستان","Rule 1"
24360,"الأندلس","Rule 1"
30203,"الأندلس","Rule 1"
18318,"خراسان","Rule 1"
62170,"خراسان","Rule 1"
18604,"العراق","Rule 1"
75826,"الأندلس","Rule 1"
59514,"خراسان","Rule 1"
21057,"خراسان","Rule 1"
20947,"الأندلس","Rule 1"
65823,"العراق","Rule 1"
65823,"خراسان","Rule 1"
21834,"خراسان","Rule 1"
31747,"العراق","Rule 1"
22678,"العراق","Rule 1"
22678,"شام","Rule 1"
65151,"شام","Rule 1"
76781,"شام","Rule 1"
22933,"الأندلس","Rule 1"
69120,"خراسان","Rule 1"
46365,"الأندلس","Rule 1"
23730,"الأندلس","Rule 1"
62538,"خراسان","Rule 1"
23924,"العراق","Rule 1"
36148,"خراسان","Rule 1"
24890,"شام","Rule 1"
24251,"شام","Rule 1"
24252,"شام","Rule 1"
46176,"خراسان","Rule 1"
28308,"شام","Rule 1"
62370,"شام","Rule 1"
66393,"ما*وراء*النهر","Rule 1"
67303,"الأندلس","Rule 1"
27599,"خراسان","Rule 1"
28220,"شام","Rule 1"
27887,"خراسان","Rule 1"
63209,"خراسان","Rule 1"
66722,"العراق","Rule 1"
69363,"خراسان","Rule 1"
75223,"العراق","Rule 1"
30054,"خراسان","Rule 1"
60762,"شام","Rule 1"
29791,"الأندلس","Rule 1"
66476,"الأندلس","Rule 1"
67315,"الأندلس","Rule 1"
46398,"فارس","Rule 1"
46398,"العراق","Rule 1"
15118,"خراسان","Rule 1"
30278,"الأندلس","Rule 1"
58250,"الأندلس","Rule 1"
58623,"الأندلس","Rule 1"
33565,"خراسان","Rule 1"
33565,"شام","Rule 1"
34006,"شام","Rule 1"
62442,"شام","Rule 1"
78415,"الديلم","Rule 1"
73537,"خراسان","Rule 1"
63055,"العراق","Rule 1"
63055,"خراسان","Rule 1"
63055,"شام","Rule 1"
75570,"الديلم","Rule 1"
62439,"خراسان","Rule 1"
62439,"شام","Rule 1"
65284,"شام","Rule 1"
46369,"شام","Rule 1"
11448,"الأندلس","Rule 1"
67757,"شام","Rule 1"
33629,"الأندلس","Rule 1"
67921,"شام","Rule 1"
77564,"الأندلس","Rule 1"
25013,"الأندلس","Rule 1"
25013,"المغرب","Rule 1"
25013,"خراسان","Rule 1"
77627,"شام","Rule 1"
67993,"شام","Rule 1"
67231,"شام","Rule 1"
67198,"العراق","Rule 1"
67217,"شام","Rule 1"
67885,"الأندلس","Rule 1"
67933,"شام","Rule 1"
67970,"اليمن","Rule 1"
67970,"شام","Rule 1"
67971,"شام","Rule 1"
76633,"شام","Rule 1"
73303,"شام","Rule 1"
74007,"الأندلس","Rule 1"
75575,"العراق","Rule 1"
76891,"شام","Rule 1"
79212,"الأندلس","Rule 1"
1374,"خراسان","Rule 1"
5877,"شام","Rule 1"
6440,"الديلم","Rule 1"
17284,"شام","Rule 1"
496,"العراق","{بصرة, كوفة, بغداد, واسط}","Rule 2 and Rule 3"
496,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
2549,"شام","{حمص, دمشق, حلب}","Rule 2 and Rule 3"
8297,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
788,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
3041,"العراق","{بصرة, بغداد, كوفة, واسط}","Rule 2 and Rule 3"
3041,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
3443,"شام","{دمشق, حمص, حلب}","Rule 2 and Rule 3"
3792,"خراسان","{مرو, نيسابور, هراة, طوس, بغلان}","Rule 2 and Rule 3"
4863,"خراسان","{مرو}","Rule 2 and Rule 3"
7331,"شام","{دمشق}","Rule 2 and Rule 3"
7465,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
2288,"خراسان","{مرو, هراة, نيسابور}","Rule 2 and Rule 3"
4716,"اليمن","{صنعاء}","Rule 2 and Rule 3"
4716,"شام","{دمشق, حمص, حلب}","Rule 2 and Rule 3"
953,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
1141,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
1304,"خراسان","{مرو, هراة, بغلان, طوس}","Rule 2 and Rule 3"
2881,"شام","{دمشق}","Rule 2 and Rule 3"
927,"اليمن","{صنعاء}","Rule 2 and Rule 3"
927,"العراق","{بغداد, كوفة, بصرة, واسط}","Rule 2 and Rule 3"
927,"شام","{دمشق, حمص, حلب}","Rule 2 and Rule 3"
6807,"خراسان","{مرو, طوس, هراة, نيسابور, بغلان}","Rule 2 and Rule 3"
6807,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
9880,"العراق","{بغداد, بصرة, كوفة, واسط}","Rule 2 and Rule 3"
9880,"خراسان","{مرو, نيسابور, هراة, طوس, بغلان}","Rule 2 and Rule 3"
9880,"شام","{دمشق, حمص, حلب}","Rule 2 and Rule 3"
13810,"ما*وراء*النهر","{بخارى}","Rule 2 and Rule 3"
13810,"شام","{حمص, دمشق, حلب}","Rule 2 and Rule 3"
3741,"خراسان","{مرو, نيسابور, هراة, طوس}","Rule 2 and Rule 3"
1010,"العراق","{كوفة, بصرة, بغداد, واسط}","Rule 2 and Rule 3"
4539,"اليمن","{صنعاء}","Rule 2 and Rule 3"
6716,"خراسان","{مرو, نيسابور}","Rule 2 and Rule 3"
6857,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
18331,"خراسان","{مرو, نيسابور}","Rule 2 and Rule 3"
32315,"العراق","{كوفة, بغداد, بصرة, واسط}","Rule 2 and Rule 3"
2531,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
4871,"اليمن","{صنعاء}","Rule 2 and Rule 3"
322,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
4464,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
4046,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
4153,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
4622,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
3456,"خراسان","{مرو}","Rule 2 and Rule 3"
6343,"شام","{حمص, دمشق, حلب}","Rule 2 and Rule 3"
7607,"اليمن","{صنعاء}","Rule 2 and Rule 3"
450,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
14872,"خراسان","{مرو, نيسابور, هراة, بغلان, طوس}","Rule 2 and Rule 3"
31013,"خراسان","{نيسابور, هراة, مرو}","Rule 2 and Rule 3"
31013,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
40414,"شام","{دمشق, حمص, حلب}","Rule 2 and Rule 3"
36179,"خراسان","{نيسابور}","Rule 2 and Rule 3"
29199,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
23849,"شام","{دمشق, حلب, حمص}","Rule 2 and Rule 3"
30555,"اليمن","{صنعاء}","Rule 2 and Rule 3"
30555,"شام","{دمشق}","Rule 2 and Rule 3"
418,"خراسان","{نيسابور}","Rule 2 and Rule 3"
4232,"العراق","{بصرة, كوفة, بغداد, واسط}","Rule 2 and Rule 3"
15253,"شام","{حمص, دمشق, حلب}","Rule 2 and Rule 3"
28972,"العراق","{بغداد, بصرة, كوفة}","Rule 2 and Rule 3"
28972,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
4321,"العراق","{بصرة, بغداد, كوفة, واسط}","Rule 2 and Rule 3"
22334,"خراسان","{نيسابور, مرو, طوس, هراة}","Rule 2 and Rule 3"
22334,"شام","{حمص, دمشق, حلب}","Rule 2 and Rule 3"
29542,"العراق","{بصرة, واسط, بغداد, كوفة}","Rule 2 and Rule 3"
34857,"العراق","{بغداد, بصرة, كوفة}","Rule 2 and Rule 3"
16580,"اليمن","{صنعاء}","Rule 2 and Rule 3"
6838,"خراسان","{مرو, نيسابور, هراة}","Rule 2 and Rule 3"
11946,"العراق","{بصرة, بغداد, كوفة, واسط}","Rule 2 and Rule 3"
11946,"شام","{دمشق, حلب, حمص}","Rule 2 and Rule 3"
25351,"العراق","{بصرة, بغداد, واسط, كوفة}","Rule 2 and Rule 3"
23138,"العراق","{بغداد, بصرة, كوفة, واسط}","Rule 2 and Rule 3"
23138,"خراسان","{مرو, نيسابور, هراة}","Rule 2 and Rule 3"
6783,"شام","{حمص, دمشق, حلب}","Rule 2 and Rule 3"
10137,"العراق","{كوفة, بصرة, بغداد}","Rule 2 and Rule 3"
10137,"خراسان","{نيسابور, مرو, هراة, طوس}","Rule 2 and Rule 3"
21032,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
6870,"شام","{دمشق, حمص, حلب}","Rule 2 and Rule 3"
13241,"العراق","{بغداد, بصرة, كوفة}","Rule 2 and Rule 3"
22116,"شام","{دمشق}","Rule 2 and Rule 3"
28660,"شام","{دمشق}","Rule 2 and Rule 3"
40703,"العراق","{بغداد, كوفة, بصرة, واسط}","Rule 2 and Rule 3"
40703,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
20933,"شام","{دمشق, حلب, حمص}","Rule 2 and Rule 3"
9672,"العراق","{كوفة, بصرة, بغداد, واسط}","Rule 2 and Rule 3"
9672,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
16609,"العراق","{بصرة, بغداد}","Rule 2 and Rule 3"
16609,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
6899,"خراسان","{نيسابور, مرو}","Rule 2 and Rule 3"
28571,"العراق","{كوفة, بصرة, بغداد, واسط}","Rule 2 and Rule 3"
10529,"خراسان","{مرو, نيسابور}","Rule 2 and Rule 3"
11603,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
6908,"خراسان","{مرو, نيسابور}","Rule 2 and Rule 3"
26144,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
1550,"خراسان","{مرو, هراة, نيسابور}","Rule 2 and Rule 3"
28829,"العراق","{كوفة, بصرة, بغداد}","Rule 2 and Rule 3"
5772,"العراق","{بغداد, بصرة, كوفة}","Rule 2 and Rule 3"
5772,"خراسان","{مرو, نيسابور}","Rule 2 and Rule 3"
5772,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
29144,"العراق","{بغداد, بصرة, كوفة, واسط}","Rule 2 and Rule 3"
12207,"شام","{حلب, حمص, دمشق}","Rule 2 and Rule 3"
23055,"العراق","{بغداد, واسط, بصرة, كوفة}","Rule 2 and Rule 3"
27183,"العراق","{بغداد, بصرة, واسط}","Rule 2 and Rule 3"
27931,"العراق","{بغداد, كوفة, بصرة}","Rule 2 and Rule 3"
31101,"شام","{دمشق}","Rule 2 and Rule 3"
4602,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
23158,"شام","{دمشق}","Rule 2 and Rule 3"
718,"العراق","{بصرة, بغداد, كوفة, واسط}","Rule 2 and Rule 3"
8213,"العراق","{بغداد, بصرة, كوفة, واسط}","Rule 2 and Rule 3"
8213,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
5703,"اليمن","{صنعاء}","Rule 2 and Rule 3"
5703,"خراسان","{مرو, نيسابور}","Rule 2 and Rule 3"
5703,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
7659,"العراق","{بصرة, كوفة, واسط}","Rule 2 and Rule 3"
1912,"خراسان","{مرو}","Rule 2 and Rule 3"
5900,"العراق","{كوفة, بغداد, واسط}","Rule 2 and Rule 3"
5900,"شام","{دمشق}","Rule 2 and Rule 3"
21085,"خراسان","{هراة, نيسابور, طوس}","Rule 2 and Rule 3"
1213,"شام","{دمشق}","Rule 2 and Rule 3"
1399,"خراسان","{مرو}","Rule 2 and Rule 3"
1521,"شام","{دمشق}","Rule 2 and Rule 3"
4002,"اليمن","{صنعاء}","Rule 2 and Rule 3"
5627,"خراسان","{مرو, هراة, نيسابور}","Rule 2 and Rule 3"
7175,"شام","{دمشق}","Rule 2 and Rule 3"
7525,"خراسان","{مرو, نيسابور, هراة}","Rule 2 and Rule 3"
7525,"شام","{حمص, دمشق}","Rule 2 and Rule 3"
4577,"خراسان","{مرو, هراة, نيسابور}","Rule 2 and Rule 3"
7996,"خراسان","{مرو, نيسابور, هراة, طوس}","Rule 2 and Rule 3"
1619,"اليمن","{صنعاء}","Rule 2 and Rule 3"
5141,"خراسان","{مرو, نيسابور}","Rule 2 and Rule 3"
6577,"شام","{دمشق}","Rule 2 and Rule 3"
7124,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
30452,"شام","{دمشق}","Rule 2 and Rule 3"
3332,"خراسان","{مرو, نيسابور}","Rule 2 and Rule 3"
28929,"خراسان","{مرو}","Rule 2 and Rule 3"
3235,"خراسان","{مرو, نيسابور}","Rule 2 and Rule 3"
7542,"خراسان","{مرو}","Rule 2 and Rule 3"
25401,"شام","{دمشق}","Rule 2 and Rule 3"
3807,"خراسان","{مرو, هراة, نيسابور}","Rule 2 and Rule 3"
20107,"شام","{حمص, دمشق, حلب}","Rule 2 and Rule 3"
897,"شام","{دمشق}","Rule 2 and Rule 3"
28566,"الأندلس","{قرطبة}","Rule 2 and Rule 3"
46753,"اليمن","{صنعاء}","Rule 2 and Rule 3"
46753,"العراق","{بغداد}","Rule 2 and Rule 3"
29888,"خراسان","{مرو, نيسابور, بغلان}","Rule 2 and Rule 3"
8329,"خراسان","{مرو}","Rule 2 and Rule 3"
30104,"العراق","{كوفة, بصرة, بغداد}","Rule 2 and Rule 3"
963,"شام","{دمشق}","Rule 2 and Rule 3"
4263,"شام","{دمشق, حلب}","Rule 2 and Rule 3"
2318,"خراسان","{مرو, نيسابور}","Rule 2 and Rule 3"
3459,"خراسان","{مرو, نيسابور, هراة}","Rule 2 and Rule 3"
2458,"العراق","{كوفة, بصرة, بغداد}","Rule 2 and Rule 3"
31654,"خراسان","{مرو, نيسابور, بغلان}","Rule 2 and Rule 3"
991,"شام","{دمشق}","Rule 2 and Rule 3"
1314,"خراسان","{مرو}","Rule 2 and Rule 3"
23237,"العراق","{بصرة, كوفة, بغداد}","Rule 2 and Rule 3"
1270,"العراق","{كوفة, بغداد, بصرة, واسط}","Rule 2 and Rule 3"
1270,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
22414,"خراسان","{نيسابور}","Rule 2 and Rule 3"
22414,"شام","{دمشق}","Rule 2 and Rule 3"
22537,"خراسان","{مرو, نيسابور}","Rule 2 and Rule 3"
14110,"خراسان","{مرو, نيسابور}","Rule 2 and Rule 3"
1307,"خراسان","{مرو}","Rule 2 and Rule 3"
4970,"العراق","{كوفة, بغداد, بصرة}","Rule 2 and Rule 3"
4970,"شام","{حمص}","Rule 2 and Rule 3"
25644,"خراسان","{طوس}","Rule 2 and Rule 3"
4163,"شام","{حلب, حمص, دمشق}","Rule 2 and Rule 3"
5847,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
2740,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
31063,"العراق","{كوفة, بغداد, بصرة, واسط}","Rule 2 and Rule 3"
1306,"خراسان","{مرو, نيسابور}","Rule 2 and Rule 3"
46913,"العراق","{بغداد, كوفة, بصرة, واسط}","Rule 2 and Rule 3"
11808,"العراق","{بصرة, كوفة, بغداد}","Rule 2 and Rule 3"
11808,"شام","{دمشق}","Rule 2 and Rule 3"
6334,"خراسان","{نيسابور, هراة, مرو}","Rule 2 and Rule 3"
1457,"شام","{حمص}","Rule 2 and Rule 3"
1458,"شام","{دمشق}","Rule 2 and Rule 3"
1483,"شام","{حمص}","Rule 2 and Rule 3"
7570,"شام","{دمشق, حمص}","Rule 2 and Rule 3"
9954,"شام","{دمشق}","Rule 2 and Rule 3"
24085,"العراق","{بصرة, بغداد, كوفة}","Rule 2 and Rule 3"
