"بصرة",17
"بغداد",145
"كوفة",17
"المدينه","-Infinity"
"مصر",22
"دمشق",15
"نيسابور",29
"مكة","-Infinity"
"أصبهان",23
"واسط",83
"مرو",52
"حمص",16
"صنعاء",-10
"الري",25
"قرطبة",124
"حران",19
"بغلان",43
"هراة",41
"الرقة",19
"جرجان",-10
"الموصل",16
"بخارى",90
"حلب",16
"طوس",-10
