4526,"{{كوفة, 0.8078677309007983}, {مرو, 0.07069555302166479}, {الري, 0.12143671607753702}}"
4533,"{{صنعاء, 0.6896875533549599}, {حمير, 0.31031244664504015}}"
4575,"{{بصرة, 1.}}"
4848,"{{مصر, 0.7738095238095237}, {حمير, 0.22619047619047616}}"
4863,"{{بصرة, 0.5294117647058822}, {بيت*المقدس, 0.20588235294117643}, {مرو, 0.2647058823529411}}"
5223,"{{مكة, 0.5701332049430268}, {صنعاء, 0.42986679505697317}}"
5816,"{{كوفة, 1.}}"
5934,"{{بصرة, 0.75}, {بغداد, 0.25}}"
5972,"{{كوفة, 0.43636363636363634}, {بغداد, 0.5636363636363636}}"
6039,"{{بصرة, 1.}}"
6426,"{{مكة, 0.3270676691729324}, {كوفة, 0.5432330827067666}, {أبيورد, 0.12969924812030076}}"
6458,"{{بصرة, 0.834319526627219}, {واسط, 0.16568047337278108}}"
6514,"{{كوفة, 1.}}"
6856,"{{بخارى, 0.11054421768707483}, {بغداد, 0.32936507936507936}, {مرو, 0.14569160997732425}, {كوفة, 0.4143990929705215}}"
6901,"{{كوفة, 1.}}"
7237,"{{كوفة, 1.}}"
7331,"{{واسط, 0.6305637982195846}, {دمشق, 0.3694362017804154}}"
7408,"{{مكة, 0.3279930452061598}, {دمشق, 0.3361897665176349}, {كوفة, 0.3358171882762042}}"
7465,"{{الحجاز, 0.1174496644295302}, {مكة, 0.6012304250559285}, {دمشق, 0.1574384787472036}, {حمص, 0.12388143176733782}}"
7633,"{{بصرة, 0.41464802471142903}, {صنعاء, 0.585351975288571}}"
7787,"{{مصر, 1.}}"
8039,"{{بغداد, 0.16207951070336393}, {صيدا, 0.1345565749235474}, {دمشق, 0.7033639143730889}}"
8042,"{{بصرة, 0.8260975609756097}, {قراديس, 0.17390243902439023}}"
8097,"{{بصرة, 1.}}"
8109,"{{بغداد, 0.6164383561643836}, {هراة, 0.3835616438356164}}"
8272,"{{الأنبار, 0.3050778050778051}, {المدينه, 0.694922194922195}}"
8304,"{{كوفة, 0.8186813186813188}, {أصبهان, 0.18131868131868134}}"
8488,"{{واسط, 0.6231284475965327}, {بخارى, 0.3768715524034673}}"
8616,"{{بصرة, 0.7748457847840989}, {كوفة, 0.1627827278958191}, {السوس, 0.06237148732008226}}"
15509,"{{حلب, 1.}}"
17133,"{{بصرة, 0.3137254901960784}, {كوفة, 0.6862745098039216}}"
